"","TeamPage","Rank","Name","Games","Wins","Losses","Ties","PointsFor","PointsAgainst","HE","SD","FE","SE"
"262","https://www.curlingzone.com/team.php?teamid=139008&profileid=&view=OOM&OOMweek=37#1",262,"Jon St. Denis","4","3","1",NA,"8.62","6.21","0.36","0.2","0.25","0.29"
"263","https://www.curlingzone.com/team.php?teamid=134844&profileid=&view=OOM&OOMweek=37#1",263,"Luca Rizzolli","15","5","10",NA,"6.87","8.99","0.27","0.25","0.36","0.31"
"264","https://www.curlingzone.com/team.php?teamid=136239&profileid=&view=OOM&OOMweek=37#1",264,"Christian Bangerter","19","6","13",NA,"7.24","8.73","0.29","0.29","0.53","0.28"
"265","https://www.curlingzone.com/team.php?teamid=139960&profileid=&view=OOM&OOMweek=37#1",265,"Martin Rios","9","5","4",NA,"6.56","6.25","0.3","0.27","0.78","0.29"
"266","https://www.curlingzone.com/team.php?teamid=139141&profileid=&view=OOM&OOMweek=37#1",266,"Trevor Hanson","20","9","11",NA,"6.85","6.48","0.3","0.24","0.48","0.25"
"267","https://www.curlingzone.com/team.php?teamid=134611&profileid=&view=OOM&OOMweek=37#1",267,"Greg Smith","29","9","20",NA,"6.21","8.06","0.27","0.29","0.55","0.2"
"268","https://www.curlingzone.com/team.php?teamid=137850&profileid=&view=OOM&OOMweek=37#1",268,"Harri Lill","15","8","7",NA,"7.61","7.09","0.37","0.16","0.47","0.25"
"269","https://www.curlingzone.com/team.php?teamid=135484&profileid=&view=OOM&OOMweek=37#1",269,"Craig Nicko","10","3","7",NA,"6.12","8.81","0.27","0.35","0.48","0.25"
"270","https://www.curlingzone.com/team.php?teamid=144103&profileid=&view=OOM&OOMweek=37#1",270,"Andrew Reed","14","6","8",NA,"7.18","7.69","0.32","0.26","0.45","0.27"
"271","https://www.curlingzone.com/team.php?teamid=140525&profileid=&view=OOM&OOMweek=37#1",271,"Randie Shen","9","5","4",NA,"7.95","6.67","0.29","0.33","0.47","0.45"
"272","https://www.curlingzone.com/team.php?teamid=141372&profileid=&view=OOM&OOMweek=37#1",272,"Ryan Thomson","7","3","4",NA,"6.72","7.07","0.39","0.18","0.42","0.17"
"273","https://www.curlingzone.com/team.php?teamid=138329&profileid=&view=OOM&OOMweek=37#1",273,"Travis Tokarz","23","9","14",NA,"6.79","7.62","0.27","0.31","0.51","0.28"
"274","https://www.curlingzone.com/team.php?teamid=136210&profileid=&view=OOM&OOMweek=37#1",274,"Rick Law","6","5","1",NA,"9.05","6.9","0.3","0.4","0.69","0.36"
"275","https://www.curlingzone.com/team.php?teamid=142349&profileid=&view=OOM&OOMweek=37#1",275,"Yeong Seok Jeong","9","6","3",NA,"8.64","6.54","0.36","0.14","0.42","0.26"
"276","https://www.curlingzone.com/team.php?teamid=139796&profileid=&view=OOM&OOMweek=37#1",276,"Ryan Norman","14","5","9",NA,"6.63","8.76","0.22","0.26","0.4","0.35"
"277","https://www.curlingzone.com/team.php?teamid=137862&profileid=&view=OOM&OOMweek=37#1",277,"Eduard Veltsman","9","4","5",NA,"8.95","8.95","0.36","0.38","0.29","0.42"
"278","https://www.curlingzone.com/team.php?teamid=135309&profileid=&view=OOM&OOMweek=37#1",278,"Kalem Hamilton","24","9","15",NA,"6.63","8.34","0.29","0.38","0.44","0.27"
"279","https://www.curlingzone.com/team.php?teamid=141750&profileid=&view=OOM&OOMweek=37#1",279,"Richard Muntain","8","4","4",NA,"7.19","8.6","0.52","0.3","0.47","0.24"
"280","https://www.curlingzone.com/team.php?teamid=142652&profileid=&view=OOM&OOMweek=37#1",280,"Owen Purdy","13","6","7",NA,"7.61","7.98","0.42","0.23","0.47","0.21"
"281","https://www.curlingzone.com/team.php?teamid=144376&profileid=&view=OOM&OOMweek=37#1",281,"Hayato Sato","12","6","6",NA,"6.24","6.7","0.31","0.22","0.49","0.22"
"282","https://www.curlingzone.com/team.php?teamid=142770&profileid=&view=OOM&OOMweek=37#1",282,"Hiroki Yoshioka","14","7","7",NA,"7.21","7.75","0.33","0.36","0.45","0.38"
"283","https://www.curlingzone.com/team.php?teamid=141226&profileid=&view=OOM&OOMweek=37#1",283,"HaoChen Shi","4","3","1",NA,"8.18","7.27","0.24","0.35","0.5","0.38"
"284","https://www.curlingzone.com/team.php?teamid=141370&profileid=&view=OOM&OOMweek=37#1",284,"Darren Perche","11","5","6",NA,"7.36","7.14","0.26","0.24","0.44","0.29"
"285","https://www.curlingzone.com/team.php?teamid=141707&profileid=&view=OOM&OOMweek=37#1",285,"Mats Wrana","9","3","6",NA,"5.71","9.21","0.2","0.31","0.41","0.23"
"286","https://www.curlingzone.com/team.php?teamid=133950&profileid=&view=OOM&OOMweek=37#1",286,"Steve Holdaway","16","3","13",NA,"4.92","9.06","0.22","0.39","0.5","0.2"
"287","https://www.curlingzone.com/team.php?teamid=137839&profileid=&view=OOM&OOMweek=37#1",287,"Vadim Raev","13","4","9",NA,"8.35","9.12","0.4","0.34","0.42","0.3"
"288","https://www.curlingzone.com/team.php?teamid=145508&profileid=&view=OOM&OOMweek=37#1",288,"Andrey Dudov","9","5","4",NA,"6.59","6.59","0.38","0.2","0.62","0.23"
"289","https://www.curlingzone.com/team.php?teamid=136203&profileid=&view=OOM&OOMweek=37#1",289,"Nicholas Lemieux","24","8","16",NA,"6.27","8.66","0.26","0.3","0.42","0.23"
"290","https://www.curlingzone.com/team.php?teamid=136493&profileid=&view=OOM&OOMweek=37#1",290,"Rob Dennis","16","6","10",NA,"6.58","8.89","0.26","0.38","0.46","0.22"
"291","https://www.curlingzone.com/team.php?teamid=144285&profileid=&view=OOM&OOMweek=37#1",291,"Lloyd Fell","10","5","5",NA,"7.14","6.19","0.32","0.22","0.58","0.33"
"292","https://www.curlingzone.com/team.php?teamid=146674&profileid=&view=OOM&OOMweek=37#1",292,"Nicolas Oake","9","5","4",NA,"7.14","7.26","0.34","0.33","0.52","0.29"
"293","https://www.curlingzone.com/team.php?teamid=146596&profileid=&view=OOM&OOMweek=37#1",293,"Dean Huerlimann","9","4","5",NA,"6.25","8.13","0.32","0.33","0.39","0.21"
"294","https://www.curlingzone.com/team.php?teamid=137715&profileid=&view=OOM&OOMweek=37#1",294,"Kenji Takamatsu","8","4","4",NA,"6.89","7.7","0.44","0.26","0.47","0.27"
"295","https://www.curlingzone.com/team.php?teamid=134104&profileid=&view=OOM&OOMweek=37#1",295,"Xinlong Kang","21","4","17",NA,"5.76","9.17","0.22","0.32","0.4","0.18"
"296","https://www.curlingzone.com/team.php?teamid=136766&profileid=&view=OOM&OOMweek=37#1",296,"Steen Sigurdson","25","5","20",NA,"5.57","8.07","0.29","0.33","0.53","0.15"
"297","https://www.curlingzone.com/team.php?teamid=139155&profileid=&view=OOM&OOMweek=37#1",297,"Cale Dunbar","17","7","10",NA,"7.05","8.11","0.33","0.31","0.42","0.28"
"298","https://www.curlingzone.com/team.php?teamid=142210&profileid=&view=OOM&OOMweek=37#1",298,"Alan O'Leary","12","4","8",NA,"6.06","7.79","0.33","0.27","0.49","0.16"
"299","https://www.curlingzone.com/team.php?teamid=145681&profileid=&view=OOM&OOMweek=37#1",299,"Marti Alonso","11","7","4",NA,"7.75","8.88","0.32","0.23","0.5","0.33"
"300","https://www.curlingzone.com/team.php?teamid=144549&profileid=&view=OOM&OOMweek=37#1",300,"Callum Kinnear","8","5","3",NA,"7.32","5.49","0.4","0.28","0.7","0.21"
"301","https://www.curlingzone.com/team.php?teamid=142145&profileid=&view=OOM&OOMweek=37#1",301,"Alex Berube","12","4","8",NA,"8.44","8.67","0.5","0.23","0.39","0.28"
"302","https://www.curlingzone.com/team.php?teamid=142147&profileid=&view=OOM&OOMweek=37#1",302,"Francois Halle","7","5","2",NA,"8.8","7","0.48","0.13","0.47","0.35"
"303","https://www.curlingzone.com/team.php?teamid=139797&profileid=&view=OOM&OOMweek=37#1",303,"Marla Sherrer","3","2","1",NA,"12.5","12.5","0.5","0","0","0.5"
"304","https://www.curlingzone.com/team.php?teamid=136851&profileid=&view=OOM&OOMweek=37#1",304,"Gregory Bornais","11","5","6",NA,"7.4","10","0.24","0.45","0.41","0.35"
"305","https://www.curlingzone.com/team.php?teamid=139615&profileid=&view=OOM&OOMweek=37#1",305,"Bernard Larouche","6","4","2",NA,"8.1","6.19","0.38","0","0.59","0.36"
"306","https://www.curlingzone.com/team.php?teamid=139626&profileid=&view=OOM&OOMweek=37#1",306,"Joel Charbonneau","6","4","2",NA,"10","5.26","0.36","0.07","0.58","0.46"
"307","https://www.curlingzone.com/team.php?teamid=139605&profileid=&view=OOM&OOMweek=37#1",307,"Ghislain Doyon","5","4","1",NA,"10.77","5.64","0.47","0.21","0.64","0.4"
"308","https://www.curlingzone.com/team.php?teamid=136332&profileid=&view=OOM&OOMweek=37#1",308,"Timo Daniel","18","4","14",NA,"5.35","9.07","0.18","0.42","0.43","0.27"
"309","https://www.curlingzone.com/team.php?teamid=136039&profileid=&view=OOM&OOMweek=37#1",309,"Ryan Larson","6","4","2",NA,"9.76","5.61","0.39","0.24","0.45","0.4"
"310","https://www.curlingzone.com/team.php?teamid=137844&profileid=&view=OOM&OOMweek=37#1",310,"Ansis Regza","5","2","3",NA,"6.97","10.91","0.33","0.47","0.25","0.36"
"311","https://www.curlingzone.com/team.php?teamid=135613&profileid=&view=OOM&OOMweek=37#1",311,"Edward Scimia","9","3","6",NA,"6.89","10.66","0.21","0.38","0.25","0.41"
"312","https://www.curlingzone.com/team.php?teamid=136528&profileid=&view=OOM&OOMweek=37#1",312,"Gert Messing","8","3","5",NA,"9.4","8.4","0.35","0.14","0.47","0.31"
"313","https://www.curlingzone.com/team.php?teamid=137757&profileid=&view=OOM&OOMweek=37#1",313,"Matt Dupuis","12","5","7",NA,"8.1","7.14","0.26","0.21","0.48","0.29"
"314","https://www.curlingzone.com/team.php?teamid=140967&profileid=&view=OOM&OOMweek=37#1",314,"James Pougher","7","4","3",NA,"6.23","7.25","0.17","0.23","0.6","0.24"
"315","https://www.curlingzone.com/team.php?teamid=138389&profileid=&view=OOM&OOMweek=37#1",315,"Eddy Mercier","14","4","10",NA,"5.14","8.56","0.22","0.35","0.46","0.16"
"316","https://www.curlingzone.com/team.php?teamid=145369&profileid=&view=OOM&OOMweek=37#1",316,"Murray Young","6","2","4",NA,"6","8","0.14","0.32","0.29","0.32"
"317","https://www.curlingzone.com/team.php?teamid=135259&profileid=&view=OOM&OOMweek=37#1",317,"Dale Goehring","17","5","12",NA,"7.33","7.83","0.35","0.3","0.55","0.33"
"318","https://www.curlingzone.com/team.php?teamid=139120&profileid=&view=OOM&OOMweek=37#1",318,"Tye Olson","17","3","14",NA,"5.98","10.51","0.26","0.37","0.33","0.25"
"319","https://www.curlingzone.com/team.php?teamid=136658&profileid=&view=OOM&OOMweek=37#1",319,"Sangwoo Park","11","3","8",NA,"6.09","8.59","0.28","0.41","0.59","0.16"
"320","https://www.curlingzone.com/team.php?teamid=138387&profileid=&view=OOM&OOMweek=37#1",320,"German Doronin","14","4","10",NA,"6.8","8.5","0.33","0.34","0.48","0.25"
"321","https://www.curlingzone.com/team.php?teamid=137719&profileid=&view=OOM&OOMweek=37#1",321,"Takimi Maeda","7","3","3","1","7.29","6.88","0.32","0.3","0.5","0.33"
"322","https://www.curlingzone.com/team.php?teamid=140866&profileid=&view=OOM&OOMweek=37#1",322,"Logan Ede","12","6","6",NA,"6.98","6.88","0.37","0.28","0.63","0.23"
"323","https://www.curlingzone.com/team.php?teamid=134869&profileid=&view=OOM&OOMweek=37#1",323,"Kei Kamada","12","3","9",NA,"4.22","7.59","0.18","0.35","0.52","0.18"
"324","https://www.curlingzone.com/team.php?teamid=139123&profileid=&view=OOM&OOMweek=37#1",324,"Dustin Woloschuk","15","6","9",NA,"6.41","8.21","0.25","0.42","0.48","0.32"
"325","https://www.curlingzone.com/team.php?teamid=135220&profileid=&view=OOM&OOMweek=37#1",325,"Paul Moffatt","8","4","4",NA,"5.86","7.93","0.29","0.47","0.47","0.21"
"326","https://www.curlingzone.com/team.php?teamid=145311&profileid=&view=OOM&OOMweek=37#1",326,"Ryutaro Tani","8","3","5",NA,"6.08","7.43","0.26","0.33","0.65","0.21"
"327","https://www.curlingzone.com/team.php?teamid=144378&profileid=&view=OOM&OOMweek=37#1",327,"Johnson Tao","9","4","5",NA,"5.12","6.19","0.29","0.23","0.46","0.2"
"328","https://www.curlingzone.com/team.php?teamid=139119&profileid=&view=OOM&OOMweek=37#1",328,"Shawn Meyer","19","7","12",NA,"7.41","7.27","0.37","0.28","0.5","0.24"
"329","https://www.curlingzone.com/team.php?teamid=142764&profileid=&view=OOM&OOMweek=37#1",329,"Takuya Ishikawa","7","4","3",NA,"7.65","7.65","0.33","0.33","0.38","0.33"
"330","https://www.curlingzone.com/team.php?teamid=142262&profileid=&view=OOM&OOMweek=37#1",330,"Ray Baker","6","3","3",NA,"6.73","8.18","0.22","0.29","0.5","0.26"
"331","https://www.curlingzone.com/team.php?teamid=139963&profileid=&view=OOM&OOMweek=37#1",331,"Alberto Pimpini","7","3","4",NA,"6.46","7.92","0.32","0.29","0.57","0.25"
"332","https://www.curlingzone.com/team.php?teamid=139953&profileid=&view=OOM&OOMweek=37#1",332,"Simon Ellenberger","7","3","4",NA,"6.53","8.57","0.3","0.32","0.44","0.25"
"333","https://www.curlingzone.com/team.php?teamid=139947&profileid=&view=OOM&OOMweek=37#1",333,"Felix Attinger","6","3","3",NA,"7.44","7.44","0.19","0.22","0.55","0.24"
"334","https://www.curlingzone.com/team.php?teamid=140543&profileid=&view=OOM&OOMweek=37#1",334,"Nassar Alyafei","9","3","6",NA,"5.68","12.16","0.14","0.38","0.32","0.22"
"335","https://www.curlingzone.com/team.php?teamid=142312&profileid=&view=OOM&OOMweek=37#1",335,"Dean North","4","2","2",NA,"7.69","7.69","0.18","0.33","0.43","0.43"
"336","https://www.curlingzone.com/team.php?teamid=135058&profileid=&view=OOM&OOMweek=37#1",336,"Denis Cordick","5","1","4",NA,"6.94","10.56","0.5","0.25","0.44","0.15"
"337","https://www.curlingzone.com/team.php?teamid=138520&profileid=&view=OOM&OOMweek=37#1",337,"Grant Olsen","10","3","7",NA,"5.12","8.69","0.21","0.33","0.37","0.17"
"338","https://www.curlingzone.com/team.php?teamid=143715&profileid=&view=OOM&OOMweek=37#1",338,"Ryan Cain","12","4","8",NA,"6.36","7.98","0.28","0.35","0.61","0.29"
"339","https://www.curlingzone.com/team.php?teamid=141731&profileid=&view=OOM&OOMweek=37#1",339,"Damien Villard","8","3","5",NA,"6.03","7.76","0.24","0.38","0.5","0.28"
"340","https://www.curlingzone.com/team.php?teamid=144062&profileid=&view=OOM&OOMweek=37#1",340,"Jeff Brown","13","6","7",NA,"7.14","8.86","0.33","0.29","0.52","0.23"
"341","https://www.curlingzone.com/team.php?teamid=137854&profileid=&view=OOM&OOMweek=37#1",341,"Timothy Verreycken","9","5","4",NA,"8.77","6.62","0.25","0.29","0.56","0.32"
"342","https://www.curlingzone.com/team.php?teamid=139459&profileid=&view=OOM&OOMweek=37#1",342,"Konstantin Rykov","12","4","8",NA,"5.88","6.76","0.25","0.31","0.6","0.35"
"343","https://www.curlingzone.com/team.php?teamid=140960&profileid=&view=OOM&OOMweek=37#1",343,"Otto Kalocsay","9","3","6",NA,"5.83","7.74","0.26","0.19","0.48","0.14"
"344","https://www.curlingzone.com/team.php?teamid=136151&profileid=&view=OOM&OOMweek=37#1",344,"Matt Sussman","5","2","3",NA,"6.33","12.67","0.29","0.5","0.14","0.44"
"345","https://www.curlingzone.com/team.php?teamid=136662&profileid=&view=OOM&OOMweek=37#1",345,"Mark Dolsen","4","2","2",NA,"7.14","6.43","0.17","0.17","0.82","0.25"
"346","https://www.curlingzone.com/team.php?teamid=145505&profileid=&view=OOM&OOMweek=37#1",346,"Matthew Neilson","9","3","6",NA,"5","7.25","0.16","0.36","0.42","0.21"
"347","https://www.curlingzone.com/team.php?teamid=139897&profileid=&view=OOM&OOMweek=37#1",347,"Kent  Zuravloff","14","7","7",NA,"7.64","6.82","0.4","0.17","0.48","0.32"
"348","https://www.curlingzone.com/team.php?teamid=135614&profileid=&view=OOM&OOMweek=37#1",348,"Benj Guzman","5","2","3",NA,"6.39","7.22","0.29","0.5","0.73","0.33"
"349","https://www.curlingzone.com/team.php?teamid=145652&profileid=&view=OOM&OOMweek=37#1",349,"Llorenc Aparicio","9","5","4",NA,"8.52","9.51","0.25","0.5","0.47","0.54"
"350","https://www.curlingzone.com/team.php?teamid=137909&profileid=&view=OOM&OOMweek=37#1",350,"Mike Siggins","2","4","6",NA,"-6.36","14.24","-0.44","0.68","0.21","-0.21"
"351","https://www.curlingzone.com/team.php?teamid=137411&profileid=&view=OOM&OOMweek=37#1",351,"Mike Callaghan","14","4","10",NA,"5.69","7.34","0.18","0.3","0.53","0.23"
"352","https://www.curlingzone.com/team.php?teamid=134101&profileid=&view=OOM&OOMweek=37#1",352,"Peng Han","12","3","9",NA,"5.54","8.24","0.18","0.39","0.67","0.25"
"353","https://www.curlingzone.com/team.php?teamid=134705&profileid=&view=OOM&OOMweek=37#1",353,"Nathan Molberg","9","4","5",NA,"7.61","7.16","0.41","0.25","0.5","0.31"
"354","https://www.curlingzone.com/team.php?teamid=144070&profileid=&view=OOM&OOMweek=37#1",354,"Charlie Robert","13","5","8",NA,"6.31","7.75","0.32","0.29","0.49","0.24"
"355","https://www.curlingzone.com/team.php?teamid=138870&profileid=&view=OOM&OOMweek=37#1",355,"Kevin Kakela","9","3","6",NA,"5.95","11.9","0.28","0.52","0.25","0.2"
"356","https://www.curlingzone.com/team.php?teamid=134619&profileid=&view=OOM&OOMweek=37#1",356,"Shea Steele","16","3","13",NA,"5.62","9.01","0.2","0.47","0.53","0.24"
"357","https://www.curlingzone.com/team.php?teamid=146274&profileid=&view=OOM&OOMweek=37#1",357,"Bent Anund Ramsfjell","5","3","2",NA,"9.06","7.19","0.25","0.44","0.38","0.38"
"358","https://www.curlingzone.com/team.php?teamid=146651&profileid=&view=OOM&OOMweek=37#1",358,"Ryan Grabarczyk","7","3","4",NA,"6.21","7.12","0.28","0.28","0.45","0.23"
"359","https://www.curlingzone.com/team.php?teamid=142332&profileid=&view=OOM&OOMweek=37#1",359,"Graham Freeman","6","3","3",NA,"6.38","6.55","0.35","0.29","0.47","0.27"
"360","https://www.curlingzone.com/team.php?teamid=142151&profileid=&view=OOM&OOMweek=37#1",360,"Greg Cheal","16","5","11",NA,"6.41","7.96","0.29","0.25","0.5","0.17"
"361","https://www.curlingzone.com/team.php?teamid=141225&profileid=&view=OOM&OOMweek=37#1",361,"Trevor Funk","9","4","5",NA,"6.08","6.84","0.3","0.3","0.62","0.27"
"362","https://www.curlingzone.com/team.php?teamid=139160&profileid=&view=OOM&OOMweek=37#1",362,"Jay Kinnaird","8","3","5",NA,"6.38","11.06","0.25","0.23","0.19","0.32"
"363","https://www.curlingzone.com/team.php?teamid=137713&profileid=&view=OOM&OOMweek=37#1",363,"Keisaku Takada","9","3","6",NA,"4.59","11.31","0.18","0.47","0.58","0.13"
"364","https://www.curlingzone.com/team.php?teamid=139942&profileid=&view=OOM&OOMweek=37#1",364,"Reto Keller","5","2","3",NA,"6.29","7.43","0.31","0.25","0.5","0.27"
"365","https://www.curlingzone.com/team.php?teamid=138326&profileid=&view=OOM&OOMweek=37#1",365,"Nathen Pomedli","11","3","8",NA,"5.95","8.86","0.19","0.37","0.58","0.18"
"366","https://www.curlingzone.com/team.php?teamid=140530&profileid=&view=OOM&OOMweek=37#1",366,"Abylay Zhuzbay","9","2","7",NA,"6.38","9.75","0.26","0.4","0.62","0.16"
"367","https://www.curlingzone.com/team.php?teamid=142309&profileid=&view=OOM&OOMweek=37#1",367,"Garry Janz","5","2","3",NA,"6.05","7.21","0.31","0.32","0.42","0.25"
"368","https://www.curlingzone.com/team.php?teamid=138327&profileid=&view=OOM&OOMweek=37#1",368,"Cody Sutherland","14","3","11",NA,"6.2","9.57","0.26","0.42","0.29","0.28"
"369","https://www.curlingzone.com/team.php?teamid=142289&profileid=&view=OOM&OOMweek=37#1",369,"Randy Neufeld","4","2","2",NA,"7.03","5.68","0.4","0.23","0.67","0.27"
"370","https://www.curlingzone.com/team.php?teamid=144210&profileid=&view=OOM&OOMweek=37#1",370,"Alexandre Leduc","7","3","4",NA,"6.55","7.09","0.26","0.32","0.57","0.26"
"371","https://www.curlingzone.com/team.php?teamid=139401&profileid=&view=OOM&OOMweek=37#1",371,"Jiahong Ma","11","3","8",NA,"7.6","8.93","0.43","0.18","0.29","0.31"
"372","https://www.curlingzone.com/team.php?teamid=145210&profileid=&view=OOM&OOMweek=37#1",372,"Gert Precenth","5","2","3",NA,"7.78","7.78","0.4","0.31","0.42","0.25"
"373","https://www.curlingzone.com/team.php?teamid=145200&profileid=&view=OOM&OOMweek=37#1",373,"Viktor Gustafsson","5","2","3",NA,"5","8.33","0.12","0.61","0.38","0.39"
"374","https://www.curlingzone.com/team.php?teamid=145213&profileid=&view=OOM&OOMweek=37#1",374,"Tony Poelder","5","2","3",NA,"7.44","7.18","0.35","0.25","0.4","0.37"
"375","https://www.curlingzone.com/team.php?teamid=140951&profileid=&view=OOM&OOMweek=37#1",375,"Reto Seiler","7","2","5",NA,"5.8","8.12","0.2","0.38","0.64","0.25"
"376","https://www.curlingzone.com/team.php?teamid=141431&profileid=&view=OOM&OOMweek=37#1",376,"Pavol Pitonak","9","2","7",NA,"6.67","8.33","0.32","0.3","0.46","0.18"
"377","https://www.curlingzone.com/team.php?teamid=141406&profileid=&view=OOM&OOMweek=37#1",377,"Ramy Cohen","4","2","2",NA,"6.56","8.13","0.27","0.35","0.63","0.4"
"378","https://www.curlingzone.com/team.php?teamid=145362&profileid=&view=OOM&OOMweek=37#1",378,"Cameron McNay","7","1","6",NA,"4.75","9.49","0.25","0.43","0.37","0.17"
"379","https://www.curlingzone.com/team.php?teamid=145503&profileid=&view=OOM&OOMweek=37#1",379,"Giacomo Colli","9","2","7",NA,"4.88","6.86","0.18","0.26","0.52","0.09"
"380","https://www.curlingzone.com/team.php?teamid=135537&profileid=&view=OOM&OOMweek=37#1",380,"Aleksandr Bystrov","7","3","4",NA,"6.54","7.12","0.14","0.28","0.5","0.26"
"381","https://www.curlingzone.com/team.php?teamid=140588&profileid=&view=OOM&OOMweek=37#1",381,"Robert Wright","7","2","5",NA,"5.1","8.16","0.13","0.31","0.47","0.17"
"382","https://www.curlingzone.com/team.php?teamid=146598&profileid=&view=OOM&OOMweek=37#1",382,"Thomas Freitag","7","3","4",NA,"5.26","6.84","0.13","0.38","0.38","0.24"
"383","https://www.curlingzone.com/team.php?teamid=138003&profileid=&view=OOM&OOMweek=37#1",383,"Travis Belchior","8","2","6",NA,"6.55","9.27","0.29","0.39","0.5","0.29"
"384","https://www.curlingzone.com/team.php?teamid=138149&profileid=&view=OOM&OOMweek=37#1",384,"Steve Wright","4","2","2",NA,"5.2","7.2","0.18","0.31","0.71","0.33"
"385","https://www.curlingzone.com/team.php?teamid=136384&profileid=&view=OOM&OOMweek=37#1",385,"Kurt Balderston","9","3","6",NA,"6.86","8.29","0.5","0.21","0.29","0.19"
"386","https://www.curlingzone.com/team.php?teamid=145672&profileid=&view=OOM&OOMweek=37#1",386,"Xavier Campos","9","3","6",NA,"6.67","10.15","0.21","0.43","0.35","0.29"
"387","https://www.curlingzone.com/team.php?teamid=145674&profileid=&view=OOM&OOMweek=37#1",387,"Angel Garcia A.","9","3","6",NA,"6.36","8.33","0.21","0.57","0.67","0.35"
"388","https://www.curlingzone.com/team.php?teamid=145654&profileid=&view=OOM&OOMweek=37#1",388,"Maximo Calvo","9","3","6",NA,"6.71","8.86","0.27","0.43","0.28","0.46"
"389","https://www.curlingzone.com/team.php?teamid=144387&profileid=&view=OOM&OOMweek=37#1",389,"Sawer Kaeser","9","2","7",NA,"4.58","8.43","0.15","0.4","0.41","0.28"
"390","https://www.curlingzone.com/team.php?teamid=144282&profileid=&view=OOM&OOMweek=37#1",390,"Drew Heidt","7","4","3",NA,"7.17","7.17","0.4","0.14","0.57","0.23"
"391","https://www.curlingzone.com/team.php?teamid=136843&profileid=&view=OOM&OOMweek=37#1",391,"Jerome Adam","9","3","6",NA,"4.91","8.91","0.15","0.34","0.61","0.19"
"392","https://www.curlingzone.com/team.php?teamid=134307&profileid=&view=OOM&OOMweek=37#1",392,"Yoshiaki Sakaguchi","8","3","4","1","8.97","6.38","0.31","0.29","0.5","0.3"
"393","https://www.curlingzone.com/team.php?teamid=146276&profileid=&view=OOM&OOMweek=37#1",393,"Eirik Oy","5","2","3",NA,"6.57","9.14","0.35","0.33","0.38","0.12"
"394","https://www.curlingzone.com/team.php?teamid=146280&profileid=&view=OOM&OOMweek=37#1",394,"Mathias Braenden","5","2","3",NA,"8.71","7.42","0.42","0.23","0.4","0.39"
"395","https://www.curlingzone.com/team.php?teamid=146644&profileid=&view=OOM&OOMweek=37#1",395,"Mitchell Katcher","7","2","5",NA,"6.52","9.55","0.36","0.27","0.58","0.1"
"396","https://www.curlingzone.com/team.php?teamid=143233&profileid=&view=OOM&OOMweek=37#1",396,"Nick Myers","6","3","3",NA,"8.29","7.56","0.18","0.52","0.5","0.39"
"397","https://www.curlingzone.com/team.php?teamid=143224&profileid=&view=OOM&OOMweek=37#1",397,"Nicholas Connolly","7","3","4",NA,"7.5","8.91","0.41","0.29","0.43","0.25"
"398","https://www.curlingzone.com/team.php?teamid=141227&profileid=&view=OOM&OOMweek=37#1",398,"Erik Jensen","9","3","6",NA,"7.33","7.6","0.35","0.34","0.42","0.33"
"399","https://www.curlingzone.com/team.php?teamid=143477&profileid=&view=OOM&OOMweek=37#1",399,"Rick Phillips","6","3","3",NA,"6.6","7.6","0.3","0.24","0.47","0.2"
"400","https://www.curlingzone.com/team.php?teamid=142002&profileid=&view=OOM&OOMweek=37#1",400,"Nando Salviulo","6","2","4",NA,"5","8.4","0.26","0.28","0.38","0.17"
"401","https://www.curlingzone.com/team.php?teamid=139628&profileid=&view=OOM&OOMweek=37#1",401,"Regis Bosse","6","3","3",NA,"7.56","8.05","0.23","0.35","0.33","0.28"
"402","https://www.curlingzone.com/team.php?teamid=142259&profileid=&view=OOM&OOMweek=37#1",402,"Andrew Wickman","4","2","2",NA,"9.26","8.15","0.3","0.2","0.25","0.41"
"403","https://www.curlingzone.com/team.php?teamid=144545&profileid=&view=OOM&OOMweek=37#1",403,"Bill Turner","7","4","3",NA,"7.63","8.14","0.32","0.27","0.37","0.24"
"404","https://www.curlingzone.com/team.php?teamid=136229&profileid=&view=OOM&OOMweek=37#1",404,"Ross LaVallee","18","3","15",NA,"4.4","9.83","0.18","0.39","0.38","0.24"
"405","https://www.curlingzone.com/team.php?teamid=139794&profileid=&view=OOM&OOMweek=37#1",405,"Jeff Ginter","12","7","5",NA,"7.42","5.81","0.36","0.21","0.63","0.21"
"406","https://www.curlingzone.com/team.php?teamid=143884&profileid=&view=OOM&OOMweek=37#1",406,"Phil Gorveatt","8","5","3",NA,"6.25","5.75","0.25","0.13","0.63","0.17"
"407","https://www.curlingzone.com/team.php?teamid=142285&profileid=&view=OOM&OOMweek=37#1",407,"Allan Gitzel","6","3","3",NA,"6.89","6.67","0.18","0.29","0.4","0.43"
"408","https://www.curlingzone.com/team.php?teamid=138871&profileid=&view=OOM&OOMweek=37#1",408,"Garion Long","4","1","3",NA,"5.6","14.4","0.15","0.4","0.38","0.2"
"409","https://www.curlingzone.com/team.php?teamid=139613&profileid=&view=OOM&OOMweek=37#1",409,"Sylvain Bellavance","8","3","5",NA,"7.06","7.84","0.17","0.31","0.57","0.36"
